ANIMAL	YEAR	SEX	CAP_TRAP	RS	MS	SVL	BCI_RESID
13BTS102	2009	M	1	6	3	1132.143	0.499
13BTS236	2012	M	8	1	1	1134.143	0.252
13BTS220	2012	M	2	0	0	1134.6	0.148
13BTS078	2010	M	0	0	0	1135	-0.172
13BTS406	2017	M	0	0	0	1136.222	0.155
13BTS113	2010	M	0	0	0	1138.5	0.126
13BTS200	2013	M	0	2	1	1140	0.033
13BTS377	2016	M	0	3	2	1141.667	-0.218
13BTS384	2016	M	0	0	0	1142	0.087
13BTS425	2017	M	2	0	0	1144.375	-0.196
13BTS297	2012	M	0	0	0	1146.25	0.265
13BTS553	2015	M	0	0	0	1146.6	-0.019
13BTS121	2009	M	0	0	0	1146.667	0.417
13BTS099	2006	M	11	0	0	1147.5	0.061
13BTS325	2015	M	6	0	0	1149.556	-0.174
13BTS052	2010	M	0	1	1	1151.25	0.136
13BTS036	2010	M	0	0	0	1151.8	0.16
13BTS445	2018	M	0	0	0	1152	0.072
13BTS037	2009	M	7	3	3	1152.222	0.32
13BTS066	2008	M	3	0	0	1156	0.03
13BTS061	2009	M	2	0	0	1156.625	0.381
13BTS052	2011	M	0	0	0	1160	-0.133
13BTS349	2016	M	0	0	0	1160	0.021
13BTS005	2009	M	0	0	0	1161.833	0.12
13BTS103	2009	M	1	0	0	1163	0.164
13BTS325	2016	M	0	0	0	1163.778	-0.132
13BTS014	2008	M	0	0	0	1163.8	-0.19
13BTS349	2017	M	0	0	0	1165	-0.117
13BTS002	2009	M	10	6	3	1166.222	0.538
13BTS106	2011	M	7	0	0	1166.5	-0.097
13BTS091	2009	M	5	3	2	1169.273	0.458
13BTS014	2007	M	9	0	0	1171.167	-0.139
13BTS281	2015	M	0	0	0	1171.25	0.008
13BTS267	2013	M	4	2	2	1174	0.019
13BTS101	2009	M	2	6	4	1174.429	0.529
13BTS106	2010	M	1	0	0	1175.333	0.114
13BTS099	2007	M	0	0	0	1176.6	-0.241
13BTS023	2009	M	5	2	2	1177.143	0.349
13BTS086	2009	M	8	3	2	1177.75	0.617
13BTS374	2018	M	0	0	0	1178	-1.116
13BTS058	2006	M	3	0	0	1178.167	0.065
13BTS058	2008	M	0	0	0	1179	-0.178
13BTS022	2009	M	6	11	6	1180.75	0.359
13BTS099	2008	M	26	0	0	1180.75	-0.21
13BTS095	2006	M	10	0	0	1181.667	0.233
13BTS027	2010	M	0	0	0	1183	0.112
13BTS088	2010	M	1	0	0	1185	0.306
13BTS457	2017	M	0	0	0	1186.28	-0.051
13BTS014	2009	M	0	0	0	1186.8	0.29
13BTS258	2015	M	1	0	0	1187.4	-0.183
13BTS031	2009	M	0	6	5	1188	0.294
13BTS281	2016	M	3	0	0	1189.5	-0.178
13BTS043	2010	M	1	0	0	1190	-0.028
13BTS088	2011	M	0	0	0	1190	0.035
13BTS054	2011	M	3	0	0	1191.5	-0.291
13BTS258	2016	M	4	0	0	1192.333	-0.367
13BTS406	2018	M	0	0	0	1194	0.282
13BTS087	2009	M	3	3	2	1195.778	0.38
13BTS112	2009	M	0	0	0	1196.571	0.05
13BTS103	2011	M	3	0	0	1197.667	-0.275
13BTS095	2008	M	0	0	0	1204	-0.136
13BTS103	2010	M	0	0	0	1204	0.005
13BTS553	2016	M	0	0	0	1205	-0.093
13BTS190	2013	M	9	1	1	1205.444	0.012
13BTS384	2017	M	0	0	0	1209.2	0.087
13BTS054	2010	M	1	1	1	1209.625	0.041
13BTS043	2011	M	0	0	0	1210	-0.108
13BTS200	2015	M	5	0	0	1210.857	-0.11
13BTS325	2017	M	12	0	0	1211.37	0.171
13BTS024	2011	M	6	0	0	1211.5	-0.246
13BTS457	2018	M	8	0	0	1212	-0.139
13BTS073	2009	M	4	8	4	1212.714	0.435
13BTS074	2010	M	0	0	0	1215	0.329
13BTS253	2013	M	11	0	0	1216.182	0.02
13BTS377	2017	M	10	0	0	1216.308	0.149
13BTS072	2009	M	0	0	0	1218.444	0.558
13BTS024	2010	M	1	1	1	1218.8	0.048
13BTS200	2016	M	0	0	0	1220	-0.043
13BTS260	2012	M	2	6	5	1220	0.259
13BTS058	2007	M	6	0	0	1220.5	-0.117
13BTS058	2009	M	3	0	0	1222	0.169
13BTS105	2010	M	0	0	0	1222.714	0.177
13BTS274	2013	M	5	0	0	1223.2	0.182
13BTS099	2009	M	18	0	0	1223.8	0.375
13BTS246	2012	M	6	2	1	1229.286	0.21
13BTS097	2010	M	0	0	0	1230.143	0.28
13BTS095	2007	M	26	1	1	1230.75	-0.014
13BTS019	2009	M	0	0	0	1241.222	0.375
13BTS102	2010	M	0	2	2	1242.75	0.176
13BTS084	2010	M	1	1	1	1243	0.104
13BTS105	2011	M	0	0	0	1244	-0.049
13BTS102	2011	M	11	0	0	1248	-0.086
13BTS095	2009	M	0	0	0	1248.8	0.077
13BTS110	2011	M	14	0	0	1249	-0.176
13BTS046	2011	M	0	0	0	1250	0.111
13BTS110	2010	M	1	0	0	1250.167	0.159
13BTS384	2018	M	0	0	0	1252.5	0.175
13BTS297	2013	M	2	0	0	1255	0.117
13BTS066	2009	M	1	0	0	1258.375	0.37
13BTS084	2011	M	6	0	0	1258.5	-0.174
13BTS069	2010	M	0	0	0	1259.333	0.184
13BTS046	2010	M	1	3	2	1267	0.299
13BTS051	2011	M	0	0	0	1268	0.01
13BTS077	2010	M	0	1	1	1273.143	0.217
13BTS236	2013	M	1	3	2	1274	0.117
13BTS162	2012	M	3	25	12	1278.4	0.445
13BTS005	2011	M	2	0	0	1292	-0.419
13BTS051	2010	M	1	1	1	1295.4	0.12
13BTS006	2010	M	0	3	3	1295.667	0.26
13BTS311	2013	M	5	2	2	1298.667	0.009
13BTS001	2010	M	0	0	0	1299.857	0.117
13BTS005	2010	M	1	1	1	1301.571	0.204
13BTS022	2010	M	0	4	2	1302	0.158
13BTS058	2010	M	0	5	3	1302.5	0.342
13BTS037	2010	M	0	2	2	1310.333	0.072
13BTS141	2012	M	2	15	6	1310.857	0.391
13BTS101	2010	M	0	12	7	1312	0.324
13BTS206	2013	M	2	1	1	1314.5	0.254
13BTS131	2009	M	0	0	0	1315	0.311
13BTS061	2010	M	0	0	0	1315.667	0.276
13BTS140	2013	M	2	11	7	1318	0.451
13BTS108	2010	M	0	0	0	1318.2	0.165
13BTS073	2010	M	0	3	1	1330	0.437
13BTS121	2010	M	1	1	1	1333.5	0.086
13BTS260	2013	M	0	5	4	1334	0.206
13BTS121	2011	M	5	0	0	1338	-0.125
13BTS086	2010	M	0	2	2	1349	0.473
13BTS031	2011	M	2	0	0	1362.5	-0.331
13BTS131	2010	M	1	0	0	1363.556	0.034
13BTS072	2010	M	0	3	1	1365.8	0.351
13BTS066	2010	M	0	0	0	1370	0.348
13BTS112	2010	M	1	0	0	1371.5	0.266
13BTS031	2010	M	0	9	6	1375.125	0.123
13BTS091	2011	M	0	0	0	1376	0.241
13BTS087	2010	M	0	1	1	1380.5	0.282
13BTS072	2011	M	2	0	0	1390	-0.194
13BTS091	2010	M	0	1	1	1408.2	0.189
13BTS140	2015	M	3	0	0	1412.75	0.007
13BTS019	2010	M	1	1	1	1415	0.263
13BTS019	2011	M	1	0	0	1432.5	-0.155
13BTS112	2011	M	0	0	0	1437	-0.028
